model,manufacturer,gaming_adapt,operating_system,weight,RAM_memory_volume,CPU_speed,processor_model,processor_generation,memory_type,storage_capacity,hard_drive_type,optical_drive,screen_size,screen_resolution,screen_type,display_refresh_rate,touch_screen,webcam,security_measures,cellular_modem,low_price,high_price,average_price,Data_acquisition_date,comp_model_url,computer_entry_date,graphics_card,processor_type,series,wireless_network
  Dell Precision M5470 M5470-7418 ,Dell,לא רלוונטי,Windows 10 PRO,"1.48 ק""ג",32 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,10688,14330,12509.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1158612,6/2022,,,,
  Dell Latitude 3520 L3520-7749 ,Dell,לא רלוונטי,Windows 11 Pro,"1.78 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4688,6592,5640.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179985,1/2023,,,,
  Dell Vostro 5620 V5620-6319 ,Dell,לא רלוונטי,Windows 11 Pro,"1.91 ק""ג",16 GB,4.4Ghz,1240P,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4220,5063,4641.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179104,12/2022,,,,
  Dell Inspiron 3511 N3511-5426 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2489,3180,2834.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1129643,11/2021,,,,
  Dell Vostro 5620 V5620-7835 ,Dell,לא רלוונטי,Windows 11 Pro,"1.91 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4698,5704,5201.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178817,12/2022,,,,
  Dell Inspiron 3511 N3511-5230 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2285,3029,2657.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1129644,11/2021,,,,
  Dell Inspiron 5620 N5620-7048 ,Dell,לא רלוונטי,ללא,"1.87 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4640,5651,5145.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179094,12/2022,,,,
  Dell Inspiron 16 5620 IN-RD33-14001 ,Dell,לא רלוונטי,ללא,"1.87 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3812,4249,4030.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179808,1/2023,,,,
  Dell Latitude 3330 LT-RD33-13878 ,Dell,לא רלוונטי,Windows 10 PRO,"1.2 ק""ג",16 GB,2.6Ghz,1145G7,דור 11,DDR4,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4060,4667,4363.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1170839,10/2022,,,,
  Dell Latitude 5430 LT-RD33-13975 ,Dell,לא רלוונטי,ללא,"1.36 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4190,4667,4428.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179975,1/2023,,,,
  Dell Latitude 7430 LT-RD33-13695 ,Dell,לא רלוונטי,Windows 11 Pro,"1.27 ק""ג",16 GB,4.4Ghz,1245U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא זמין,לא כולל,5780,6830,6305.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1164232,7/2022,,,,
  Dell Inspiron 5510 IN-RD33-13966 ,Dell,לא רלוונטי,ללא,"1.57 ק""ג",8 GB,3.1Ghz,11300H,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,2990,3380,3185.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180674,1/2023,,,,
  Dell Latitude 3520 L3520-4722 ,Dell,לא רלוונטי,Windows 11 Pro,"1.78 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1366x768,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3994,5063,4528.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180439,1/2023,,,,
  Dell Inspiron 5620 N5620-5640 ,Dell,לא רלוונטי,Windows 11 Home,"1.87 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4119,4892,4505.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179107,12/2022,,,,
  Dell Inspiron 16 5620 IN-RD33-14003 ,Dell,לא רלוונטי,ללא,"1.87 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4185,4569,4377.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179809,1/2023,,,,
  Dell Inspiron 5420 IN-RD33-14011 ,Dell,לא רלוונטי,ללא,"1.54 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4269,4537,4403.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180205,1/2023,,,,
  Dell Latitude 5430 L5430-6112 ,Dell,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3889,6094,4991.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161499,7/2022,,,,
  Dell Inspiron 5510 IN-RD33-13964 ,Dell,לא רלוונטי,ללא,"1.57 ק""ג",16 GB,3.2Ghz,11320H,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3287,3629,3458.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180675,1/2023,,,,
  Dell Inpsiron 5410 N5410-5419 ,Dell,לא רלוונטי,Windows 11 Home,"1.65 ק""ג",8 GB,2.5Ghz,1155G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,לא זמין,60 Hz,כולל,כולל,קורא טביעות אצבע,לא כולל,2899,3799,3349.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1196184,5/2023,,,,
  Dell Latitude 3420 L3420-7668 ,Dell,לא רלוונטי,Windows 11 Pro,"1.52 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4533,5309,4921.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179984,1/2023,,,,
  Dell Vostro 5620 V5620-7660 ,Dell,לא רלוונטי,Windows 11 Home,"1.91 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,5168,6143,5655.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178818,12/2022,,,,
  Dell Latitude 5430 LT-RD33-14091 ,Dell,לא רלוונטי,Windows 11 Pro,"1.36 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4589,5167,4878.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181564,1/2023,,,,
  Dell Inspiron 5420 IN-RD33-14010 ,Dell,לא רלוונטי,Windows 11 Home,"1.54 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4560,4889,4724.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180204,1/2023,,,,
  Dell Inspiron 5620 N5620-7214 ,Dell,לא רלוונטי,Windows 11 Home,"1.87 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4788,5875,5331.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179095,12/2022,,,,
  Dell Inspiron 7620 N7620-8446 ,Dell,לא רלוונטי,Windows 11 Home,"2.05 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,3072x1920,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,6589,8012,7300.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1186176,2/2023,,,,
  Dell Inspiron 5420 IN-RD33-14014 ,Dell,לא רלוונטי,Windows 11 Pro,"1.54 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3319,3648,3483.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177439,12/2022,,,,
  Dell Latitude 3330 LT-RD33-13879 ,Dell,לא רלוונטי,ללא,"1.2 ק""ג",16 GB,2.6Ghz,1145G7,דור 11,DDR4,256 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,3580,4167,3873.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1170838,10/2022,,,,
  Dell Vostro 5620 V5620-7721 ,Dell,לא רלוונטי,Windows 11 Home,"1.91 ק""ג",16 GB,3.4Ghz,1260P,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4450,5458,4954.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178816,12/2022,,,,
  Dell Latitude 5330 L5530-8022 ,Dell,לא רלוונטי,ללא,"1.59 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,5450,7182,6316.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1189784,3/2023,,,,
  Dell Latitude 7440 L7440-9212 ,Dell,לא רלוונטי,Windows 10 PRO,"1.33 ק""ג",32 GB,3.9Ghz,1365U,דור 13,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,8266,8395,8330.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1194287,5/2023,,,,
  Dell Inspiron 5420 IN-RD33-14015 ,Dell,לא רלוונטי,ללא,"1.54 ק""ג",8 GB,3.3Ghz,1215U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,2986,3352,3169.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177438,12/2022,,,,
  Dell Precision M5470 M5470-9443 ,Dell,לא רלוונטי,Windows 10 PRO,"1.48 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,11250,15725,13487.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1158613,6/2022,,,,
  Dell Inspiron 5620 IN-RD33-14007 ,Dell,לא רלוונטי,ללא,"1.87 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,16 אינטש,1900x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4587,4926,4756.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179811,1/2023,,,,
  Dell Inspiron G15 Gaming 5520 G5520-9342 ,Dell,גיימינג,Windows 11 Home,"2.51 ק""ג",16 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,לא זמין,2560x1440,LCD,לא זמין,ללא,1 מגה פיקסל,לא כולל,לא כולל,8500,10714,9607.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180438,1/2023,,,,
  Dell Vostro 3420 V3420-6224 ,Dell,לא רלוונטי,Windows 11 Home,"1.49 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2738,3159,2948.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177220,12/2022,,,,
  Dell Inspiron 5420 IN-RD33-14017 ,Dell,לא רלוונטי,Windows 11 Home,"1.54 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4487,4889,4688.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177440,12/2022,,,,
  Dell Inspiron 7620 IN-RD33-14066 ,Dell,לא רלוונטי,Windows 11 Pro,"2.04 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,512 GB,SSD,לא כולל,16 אינטש,3072x1920,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,6388,7205,6796.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180672,1/2023,,,,
  Dell Inspiron 5620 IN-RD33-14000 ,Dell,לא רלוונטי,Windows 11 Home,"1.87 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,3826,4408,4117.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177957,12/2022,,,,
  Dell Latitude 5430 L5430-6043 ,Dell,לא רלוונטי,ללא,"1.36 ק""ג",16 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,4455,6143,5299.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161921,7/2022,,,,
  Dell Vostro 3510 VM-RD09-13862 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1761,2165,1963.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1170688,10/2022,,,,
  Dell Inspiron 5420 IN-RD33-14148 ,Dell,לא רלוונטי,ללא,"1.54 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4559,4815,4687.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185689,2/2023,,,,
  Dell Inspiron 5420 IN-RD33-14009 ,Dell,לא רלוונטי,ללא,"1.54 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,1000 GB,SSD,לא כולל,14 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,4877,5315,5096.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180203,1/2023,,,,
  Dell Vostro 3420 V3420-6388 ,Dell,לא רלוונטי,Windows 11 Pro,"1.49 ק""ג",16 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3088,3686,3387.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179046,12/2022,,,,
  Dell Vostro 3520 VM-RD09-14142 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3782,5040,4411.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185535,2/2023,,,,
  Dell Inspiron 3511 IN-RD33-14151 ,Dell,לא רלוונטי,ללא,"1.73 ק""ג",16 GB,2.8Ghz,1165G7,דור 11,DDR4,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3316,3790,3553.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1184923,2/2023,,,,
  Dell Vostro 3510 VM-RD09-13863 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2547,2967,2757.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1177653,12/2022,,,,
  Dell Vostro 3510 VM-RD09-13861 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2268,2885,2576.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1170690,10/2022,,,,
  Dell Precision 3571 M3571-9421 ,Dell,לא רלוונטי,Windows 10 PRO,"1.78 ק""ג",32 GB,3.8Ghz,12900H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,9290,13022,11156.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1154513,5/2022,,,,
  Dell Latitude 5440 L5440-5641 ,Dell,לא רלוונטי,Windows 10 PRO,"1.36 ק""ג",16 GB,3.4Ghz,1335U,דור 13,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,5475,5816,5645.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1193491,5/2023,,,,
  Dell Inspiron 3511 IN-RD33-14018 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2798,3290,3044.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178344,12/2022,,,,
  Dell Inspiron 5620 IN-RD33-14002 ,Dell,לא רלוונטי,Windows 11 Home,"1.87 ק""ג",16 GB,3.5Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4344,4860,4602.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179812,1/2023,,,,
  Dell Vostro 7620 V7620-7662 ,Dell,לא רלוונטי,Windows 11 Pro,"1.96 ק""ג",16 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,6448,7266,6857.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1172234,10/2022,,,,
  Dell Latitude 5430 LT-RD33-13970 ,Dell,לא רלוונטי,Linux,"1.36 ק""ג",8 GB,3.3Ghz,1235U,לא זמין,DDR4,512 GB,SSD,לא כולל,14 אינטש,1920x1080,LED,60 Hz,ללא,כולל,לא זמין,לא כולל,4450,4741,4595.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1175067,11/2022,,,,
  Dell Latitude 3420 LT-RD33-14106 ,Dell,לא רלוונטי,Windows 11 Pro,"1.52 ק""ג",8 GB,2.4Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,קורא טביעות אצבע,לא כולל,3416,3789,3602.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180433,1/2023,,,,
  Dell XPS15 9520 XPS15-7334 ,Dell,לא רלוונטי,Windows 10 PRO,"2.05 ק""ג",32 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,3840x2400,LCD,60 Hz,כולל,1 מגה פיקסל,לא כולל,לא כולל,11767,13730,12748.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1156665,6/2022,,,,
  Dell Inspiron 5620 IN-RD33-14004 ,Dell,לא רלוונטי,Windows 11 Home,"1.87 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,16 אינטש,1920x1200,LCD,60 Hz,ללא,1 מגה פיקסל,קורא טביעות אצבע,לא כולל,4790,5440,5115.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1179814,1/2023,,,,
  Dell Latitude 7330 L7330-6416 ,Dell,לא רלוונטי,Windows 10 PRO,"0.960 ק""ג",16 GB,3.3Ghz,1235U,דור 12,לא זמין,512 GB,SSD,לא כולל,13.3 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,5607,7226,6416.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1161479,7/2022,,,,
  Dell XPS15 9520 XPS15-7225 ,Dell,לא רלוונטי,Windows 10 PRO,"2.05 ק""ג",32 GB,3.5Ghz,12700H,דור 12,DDR5,1000 GB,SSD,לא כולל,15.6 אינטש,3456X2160,OLED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,11830,13779,12804.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1156663,6/2022,,,,
  Dell Latitude 5430 LT-RD33-14092 ,Dell,לא רלוונטי,ללא,"1.36 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,256 GB,SSD,לא כולל,14 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4150,4698,4424.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1181563,1/2023,,,,
  Dell Inspiron 3511 IN-RD33-14020 ,Dell,לא רלוונטי,Windows 11 Home,"1.73 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1750,2390,2070.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1178340,12/2022,,,,
  Dell Vostro 3520 V3520-7069 ,Dell,לא רלוונטי,ללא,"1.66 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3255,4199,3727.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1175358,11/2022,,,,
  Dell Latitude 5530 LT-RD33-13973 ,Dell,לא רלוונטי,Windows 10 PRO,"1.59 ק""ג",8 GB,3.3Ghz,1235U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,כולל,לא כולל,לא כולל,4499,6098,5298.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1173578,11/2022,,,,
  Dell Vostro 3520 V3520-7338 ,Dell,לא רלוונטי,Windows 11 Home,"1.66 ק""ג",16 GB,4.7Ghz,1255U,דור 12,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,3789,4399,4094.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1175356,11/2022,,,,
  Dell Vostro 3510 V3510-6086 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",16 GB,2.4Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LED,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2634,3313,2973.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1185356,2/2023,,,,
  Dell Vostro 3510 VM-RD09-13458 ,Dell,לא רלוונטי,ללא,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1775,2542,2158.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1145650,3/2022,,,,
  Dell Vostro 3510 VM-RD09-14080 ,Dell,לא רלוונטי,Windows 11 Home,"1.69 ק""ג",8 GB,3Ghz,1115G4,דור 11,DDR4,256 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,1979,2490,2234.5,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1180767,1/2023,,,,
  Dell Vostro 3510 V3510-6158 ,Dell,לא רלוונטי,Windows 11 Pro,"1.69 ק""ג",8 GB,4.2Ghz,1135G7,דור 11,DDR4,512 GB,SSD,לא כולל,15.6 אינטש,1920x1080,LCD,60 Hz,ללא,1 מגה פיקסל,לא כולל,לא כולל,2790,3610,3200.0,"(2023, 6, 13)",https://www.zap.co.il/model.aspx?modelid=1141430,2/2022,,,,
